BLOCK_NUMBER,BLOCK_TIMESTAMP,TX_HASH,ORIGIN_FUNCTION_SIGNATURE,ORIGIN_FROM_ADDRESS,ORIGIN_TO_ADDRESS,CONTRACT_ADDRESS,POOL_NAME,EVENT_NAME,AMOUNT_IN,AMOUNT_IN_USD,AMOUNT_OUT,AMOUNT_OUT_USD,SENDER,TX_TO,EVENT_INDEX,PLATFORM,TOKEN_IN,TOKEN_OUT,SYMBOL_IN,SYMBOL_OUT,_LOG_ID
12041288,2021-03-15 05:31:49.000,0x0b6e2ccb1ecb41fb2027274cff50e1f92fee9a4052fc6351959212a3fb1ffd76,0x38ed1739,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x73a86455888902108bc88f5831919e23098b9b04,"null",Swap,0.2576616618,478.380193243,261270843554293000000,"null",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,233,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1614f18fc94f47967a3fbe5ffcd46d4e7da3d787,WETH,"null",0x0b6e2ccb1ecb41fb2027274cff50e1f92fee9a4052fc6351959212a3fb1ffd76-233
12311928,2021-04-25 21:44:45.000,0xe0298882d84313ab7e4896c4db00d8e5e3deb985728b6a9d793518584b2986e5,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0x70a3944215de6fa1463a098ba182634df90bb9f4,POOLZ-WETH UNI-V2 LP,Swap,69.223673298,956.474865655,0.4159513599,920.630252048,0x11111112542d85b3ef69ae05771c2dccff4faa26,0x11111112542d85b3ef69ae05771c2dccff4faa26,337,uniswap-v2,0x69a95185ee2a045cdc4bcd1b1df10710395e4e23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,POOLZ,WETH,0xe0298882d84313ab7e4896c4db00d8e5e3deb985728b6a9d793518584b2986e5-337
13792490,2021-12-12 20:21:47.000,0x72a33b44da1109e7e2dfd1ae1536e948ca933109602ee0a558c421f28f25fa09,0xac9650d8,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xe592427a0aece92de3edee1f18e0157c05861564,0xbaec0e18c770993ffb1175fef493b5113cc6e32d,ILV-WETH 10000 200,Swap,6.274014149,8067.38,1.881339162,7761.59,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,71,uniswap-v3,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ILV,WETH,0x72a33b44da1109e7e2dfd1ae1536e948ca933109602ee0a558c421f28f25fa09-71
16170884,2022-12-12 20:03:23.000,0x47dcdef0b0e1c65d1f923e95d3f98793e63d4b2ecc6e04617f72c621c0c08ac4,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,APE-WETH 3000 60,Swap,2976.813964369,12770.53,10.149824107,12734.07,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,247,uniswap-v3,0x4d224452801aced8b2f0aebe155379bb5d594381,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,APE,WETH,0x47dcdef0b0e1c65d1f923e95d3f98793e63d4b2ecc6e04617f72c621c0c08ac4-247
16169029,2022-12-12 13:49:23.000,0x4de844810c98593c89dfda8c451b281b9d6b4d3836781b2c5b6edf1c5ab48775,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH 500 10,Swap,15,18739.65,18743.362763,18743.36,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,168,uniswap-v3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x4de844810c98593c89dfda8c451b281b9d6b4d3836781b2c5b6edf1c5ab48775-168
16170884,2022-12-12 20:03:23.000,0x47dcdef0b0e1c65d1f923e95d3f98793e63d4b2ecc6e04617f72c621c0c08ac4,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH 500 10,Swap,10.149824107,12734.07,12728.367312,12726.1,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,250,uniswap-v3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x47dcdef0b0e1c65d1f923e95d3f98793e63d4b2ecc6e04617f72c621c0c08ac4-250
12212802,2021-04-10 14:58:25.000,0x6754b1c17f77c41f85a38edaefc991254c39e4a55c320151ff5ed35469e2a96c,0xfb3bdb41,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH UNI-V2 LP,Swap,0.4750009267,1024.241600724,1020,1020.888524495,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,264,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x6754b1c17f77c41f85a38edaefc991254c39e4a55c320151ff5ed35469e2a96c-264
12128181,2021-03-28 14:33:17.000,0x5c13b173cb0a8c9c28dacba82d6fb1b646dafe1ff3d54cd9846d80abe069a1ad,0x38ed1739,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x2d9fd51e896ff0352cb6d697d13d04c2cb85ca83,LABS-WETH UNI-V2 LP,Swap,0.295865929,502.60498364,4779.724710546,439.273790889,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,102,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8b0e42f366ba502d787bb134478adfae966c8798,WETH,LABS,0x5c13b173cb0a8c9c28dacba82d6fb1b646dafe1ff3d54cd9846d80abe069a1ad-102
13084318,2021-08-23 22:38:56.000,0x8d376f8d4e3a1bcdef07a349d09e3224f40d54dc0a66168df49b7a9eb78e3c20,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0x1bec4db6c3bc499f3dbf289f5499c30d541fec97,MANA-WETH SLP,Swap,2060.340232539,1876.948318741,0.5610328278,1873.310412518,0x11111112542d85b3ef69ae05771c2dccff4faa26,0x11111112542d85b3ef69ae05771c2dccff4faa26,358,sushiswap,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MANA,WETH,0x8d376f8d4e3a1bcdef07a349d09e3224f40d54dc0a66168df49b7a9eb78e3c20-358
12210372,2021-04-10 05:53:03.000,0x1ca2c6a6f185c58f0f71f15c7d7d9d6dc094af325896c7b17aac3a90320dd52d,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH UNI-V2 LP,Swap,0.5,1089.409647135,1079.321063,1079.984060597,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a,260,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x1ca2c6a6f185c58f0f71f15c7d7d9d6dc094af325896c7b17aac3a90320dd52d-260
14951602,2022-06-12 18:20:59.000,0x924a8ce16e72aa372e3a059c67e94bbfea8e2c678bc6e6544929b37c1f6b8144,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH 500 10,Swap,5,7569.21,7572.147796,7579.72,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,219,uniswap-v3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WETH,USDC,0x924a8ce16e72aa372e3a059c67e94bbfea8e2c678bc6e6544929b37c1f6b8144-219
14683408,2022-04-30 04:13:41.000,0xd0d561bbd95dcb63a96c8a8aa268bfd80b1b9ab792eccebd72df0bd1dec8bf3c,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xa2abe5eaf46aeb69910e698969b34870c8ea0b9f,APEINU-WETH UNI-V2 LP,Swap,0.1779130145,"null",6735231,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,289,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbbdbd8764c434cc806f8d9194d51469d14244e35,WETH,APEINU,0xd0d561bbd95dcb63a96c8a8aa268bfd80b1b9ab792eccebd72df0bd1dec8bf3c-289
13379976,2021-10-08 19:10:14.000,0xc926b4c785f136cf03b45de7a1c7cf9fb2f4d7000eea82676aaf2d4fd92648ed,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0x82dbc2673e9640343d263a3c55de49021ad39ae2,EDEN-WETH SLP,Swap,0.7,2542.392539716,725.182074421,2526.946997479,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,399,sushiswap,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,WETH,EDEN,0xc926b4c785f136cf03b45de7a1c7cf9fb2f4d7000eea82676aaf2d4fd92648ed-399
13595456,2021-11-11 14:29:03.000,0xb33e484e7c723fd8e6c85969b8ac3a67e108b68632e5250bfdfe515d1727e3d7,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,34775949.5652143,14019.590522825,2.716598712,12772.177231622,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,262,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0xb33e484e7c723fd8e6c85969b8ac3a67e108b68632e5250bfdfe515d1727e3d7-262
16477930,2023-01-24 16:41:47.000,0x77ea3bc144d8ef8fee67b1bd5943a7e8ac9ac4ecdc22c7b502673d6712188733,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xd3c9978b43a959f40f706de64eacb807f9a946be,"null",Swap,1.32e+24,"null",0.2126155335,344.347865749,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,219,uniswap-v2,0x7f75e59c4f1dabe44eb2285d3ba4252ab01f3fb9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"null",WETH,0x77ea3bc144d8ef8fee67b1bd5943a7e8ac9ac4ecdc22c7b502673d6712188733-219
16477930,2023-01-24 16:41:47.000,0x77ea3bc144d8ef8fee67b1bd5943a7e8ac9ac4ecdc22c7b502673d6712188733,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xd3c9978b43a959f40f706de64eacb807f9a946be,"null",Swap,1.39730114534246e+23,"null",0.0227048156,36.772265248,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,197,uniswap-v2,0x7f75e59c4f1dabe44eb2285d3ba4252ab01f3fb9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"null",WETH,0x77ea3bc144d8ef8fee67b1bd5943a7e8ac9ac4ecdc22c7b502673d6712188733-197
16477930,2023-01-24 16:41:47.000,0x77ea3bc144d8ef8fee67b1bd5943a7e8ac9ac4ecdc22c7b502673d6712188733,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xf7d31825946e7fd99ef07212d34b9dad84c396b7,BONE-WETH UNI-V2 LP,Swap,0.0000227048156,0.03677226525,0.02652401216,0.03686837691,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x71641aa7514f0d9f9abe26f2312094cbc9f2266d,212,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9813037ee2218799597d83d4a5b6f3b6778218d9,WETH,BONE,0x77ea3bc144d8ef8fee67b1bd5943a7e8ac9ac4ecdc22c7b502673d6712188733-212
16487322,2023-01-26 00:10:35.000,0x4c73c59f42ae09de1aded7926cc06106f9a26d0fb130854b442c6c55c853c18f,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x9dcba702b50d63fd66fc5da49036f7c7260b08d3,"null",Swap,0.01,16.1425,8.19644363321036e+25,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,228,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x338143aedde39844319ca3af58ceb10fcdf04f61,WETH,"null",0x4c73c59f42ae09de1aded7926cc06106f9a26d0fb130854b442c6c55c853c18f-228
16487326,2023-01-26 00:11:23.000,0x6a5be440e40ace40fc9f66f145b370cbbdf82106e8faba727cf1ee689c93ada5,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x9dcba702b50d63fd66fc5da49036f7c7260b08d3,"null",Swap,0.02,32.285,8.69463089034163e+25,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,112,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x338143aedde39844319ca3af58ceb10fcdf04f61,WETH,"null",0x6a5be440e40ace40fc9f66f145b370cbbdf82106e8faba727cf1ee689c93ada5-112
16487332,2023-01-26 00:12:35.000,0x8c862f850cc7fd49b5f426266f884ecb9699716ee929f956e682fa906e8fc164,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x9dcba702b50d63fd66fc5da49036f7c7260b08d3,"null",Swap,0.1,161.425,3.72974903695325e+26,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,82,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x338143aedde39844319ca3af58ceb10fcdf04f61,WETH,"null",0x8c862f850cc7fd49b5f426266f884ecb9699716ee929f956e682fa906e8fc164-82
16487330,2023-01-26 00:12:11.000,0x7f99bc7ada51ffdb8aad46dff8e814f91039c9f17faec953dfb2b2a6db82cb4c,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x9dcba702b50d63fd66fc5da49036f7c7260b08d3,"null",Swap,0.05,80.7125,1.92846638581485e+26,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,317,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x338143aedde39844319ca3af58ceb10fcdf04f61,WETH,"null",0x7f99bc7ada51ffdb8aad46dff8e814f91039c9f17faec953dfb2b2a6db82cb4c-317
16487320,2023-01-26 00:10:11.000,0xc03f4407a822b56387fffd206879506729c40ae77d06326ae171cec5cb2caad9,0x3593564c,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x9dcba702b50d63fd66fc5da49036f7c7260b08d3,"null",Swap,0.02,32.285,7.34742351919469e+25,"null",0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,210,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x338143aedde39844319ca3af58ceb10fcdf04f61,WETH,"null",0xc03f4407a822b56387fffd206879506729c40ae77d06326ae171cec5cb2caad9-210
16364266,2023-01-08 19:49:59.000,0xe19681c9fb52aac811978ed54c5071599784804e4126df84928536583ef8d780,0x5ae401dc,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xdecfb9c78f6c3ac51bc9770acd40ae9a7b6c9012,"null",Swap,0.2,253.986,431807546372673,"null",0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,95,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0e1bb5546524235c8abfd6f9b77b25c2ca0e12e0,WETH,"null",0xe19681c9fb52aac811978ed54c5071599784804e4126df84928536583ef8d780-95
13674011,2021-11-24 00:22:20.000,0x23155b117c939e286a222e8533666b0891ac8f9f2f622ae944263996118b22f0,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x28e6cab57d87e6f85ff650fb0a7be9be5e1897d4,WETH-HODL UNI-V2 LP,Swap,503377303.555783,"null",13298482424.4558,"null",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,398,uniswap-v2,0xeda47e13fd1192e32226753dc2261c4a14908fb7,0xeda47e13fd1192e32226753dc2261c4a14908fb7,HODL,HODL,0x23155b117c939e286a222e8533666b0891ac8f9f2f622ae944263996118b22f0-398
13596922,2021-11-11 20:01:16.000,0x6cc994760f72b06dee3191b430004187eb74da6235e24c6fa7f3a6ec8d4524c2,0x7ff36ab5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x58fa6f13d6a4445cb813b6bcad80d97497a47826,WETH-GN UNI-V2 LP,Swap,2,9485.677054108,161298336.068097,11363.467775997,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,158,uniswap-v2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc5019e129b75d380d3d837b8e609dec6c8f5d044,WETH,GN,0x6cc994760f72b06dee3191b430004187eb74da6235e24c6fa7f3a6ec8d4524c2-158
16459242,2023-01-22 02:04:47.000,0xc4d8290eb9d2b7ae13ab83b8981a19fbd2902dfbcea0f17725b6d0ccd3ce3fc0,0x5f575529,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x881d40237659c251811cec9c364ef91dc08d300c,0x336ef4e633b1117dca08c1a57f4139c62c32c935,BEND-WETH UNI-V2 LP,Swap,14863.2,152.0059464,0.09215585645,149.883206489,0x1111111254eeb25477b68fb85ed929f73a960582,0x1111111254eeb25477b68fb85ed929f73a960582,157,uniswap-v2,0x0d02755a5700414b26ff040e1de35d337df56218,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BEND,WETH,0xc4d8290eb9d2b7ae13ab83b8981a19fbd2902dfbcea0f17725b6d0ccd3ce3fc0-157
13675149,2021-11-24 04:40:07.000,0x73ae2704937ef5c16555763ff951bb0bcc8e5afc0c4cb220b825ff2589de4ae6,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,42137865,17038.871986409,3.93771938,16771.175998303,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,282,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0x73ae2704937ef5c16555763ff951bb0bcc8e5afc0c4cb220b825ff2589de4ae6-282
13606543,2021-11-13 08:11:37.000,0x6c7b360655e618d2fa527dcb8d05be0e514260392a474127391156b34b27b0cd,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,54248585.1573743,32360.618288183,6.262720651,29192.619371117,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,287,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0x6c7b360655e618d2fa527dcb8d05be0e514260392a474127391156b34b27b0cd-287
14159910,2022-02-07 16:04:33.000,0x01317eced6e97b408c39ffb7c3d0f6beabb345270cfaa2859feec8291cc27644,0x18cbafe5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xcfa9a297a406a48d1137172c18de04c944b47ba9,WETH-BANANA SLP,Swap,134.446504478,2377.258647359,0.7629713,2386.865653894,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,220,sushiswap,0xe2311ae37502105b442bbef831e9b53c5d2e9b3b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BANANA,WETH,0x01317eced6e97b408c39ffb7c3d0f6beabb345270cfaa2859feec8291cc27644-220
13706768,2021-11-29 05:24:33.000,0x675490f748f0db9b47243e0b91b5728cb27749cff32347cd080733153701c0f2,0x18cbafe5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH UNI-V2 LP,Swap,6773.53082,6771.380567023,1.558208997,6742.170886148,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,504,uniswap-v2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,0x675490f748f0db9b47243e0b91b5728cb27749cff32347cd080733153701c0f2-504
13587315,2021-11-10 08:06:37.000,0x1d95d3de1265b832d1756d51dbed5fd810c1cc191b4cda33457d8549b971ff8b,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,65694373.1317893,8953.321878199,1.784450178,8456.566124598,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,74,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0x1d95d3de1265b832d1756d51dbed5fd810c1cc191b4cda33457d8549b971ff8b-74
13705357,2021-11-28 23:54:12.000,0x21a6dcf55f7038eb0e0cceb9ef63ea7711f937839033cce30da476aea6f07ecd,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,24882066,7893.573779314,1.881016618,8039.054583242,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,494,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0x21a6dcf55f7038eb0e0cceb9ef63ea7711f937839033cce30da476aea6f07ecd-494
11865745,2021-02-16 04:50:24.000,0x77cde36ee1bae575dd8ad9a6385c9a33d16fcaf2b0fe69a6c4c642acc9c9edb9,0x38ed1739,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x004375dff511095cc5a197a54140a24efef3a416,WBTC-USDC UNI-V2 LP,Swap,500,500.06556785,0.0100939,498.818088615,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xcd7989894bc033581532d2cd88da5db0a4b12859,164,uniswap-v2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,USDC,WBTC,0x77cde36ee1bae575dd8ad9a6385c9a33d16fcaf2b0fe69a6c4c642acc9c9edb9-164
13652712,2021-11-20 15:33:22.000,0x78d072677db413d5dc45bffd72b802908a1808a41841ba5c954eba54fd867c23,0x18cbafe5,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd,POLC-WETH UNI-V2 LP,Swap,3339.965574245,5523.208694291,1.275076963,5438.170004146,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,156,uniswap-v2,0xaa8330fb2b4d5d07abfe7a72262752a8505c6b37,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,POLC,WETH,0x78d072677db413d5dc45bffd72b802908a1808a41841ba5c954eba54fd867c23-156
13754022,2021-12-06 19:06:21.000,0x13aae73a29d77daa448dce88e06f8c183a4dc5166f46bc4b9e2e75e7520deec2,0x791ac947,0xe36a124caa7ee0b75a96a934499ce68dac6d9562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x98d677887af8a699be38ef6276f4cd84aca29d74,GM-WETH UNI-V2 LP,Swap,98513978.5953099,16160.501485183,3.766898409,15738.483230595,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,156,uniswap-v2,0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GM,WETH,0x13aae73a29d77daa448dce88e06f8c183a4dc5166f46bc4b9e2e75e7520deec2-156
